SKU unidad negocio,Codigo regional,Descripcion,EAN,Proveedor,Equipo,PM asociado,Trazabilidad levantamiento,Etapa
1870242,False,PELOTA INFLABLE DISEÑOS 51CMV22,2090001437989,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870243,False,ALITAS COLOR V22,2090001437965,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870247,False,ALITAS ANIMALES DEL MAR 3 A 6 AÑOS V22,2090001437910,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870248,False,ALITAS TIBURON PINGUINO V22,2090001437903,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870250,False,BOTE PARA BEBE V22,2090001438009,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870252,False,BOTE PARA BEBE BALLENA V22,2090001437934,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870268,False,BODY INFLABLE 99CMX51CM V22,2090001438412,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870270,False,SILLON INFLABLE ARCOIRIS 1 COLOR V22,2090001438450,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870272,False,SILLON INFLABLE ARCOIRIS 2 COLORES V22,2090001438467,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870285,False,PISICNA INFLABLE DISEÑO 61CMX15CM V22,2090001438306,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870287,False,PISCINA+PELOTA+ANILLO 1.22X20CM V22,2090001438283,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870288,False,PISCINA INFLABLE FRUTILLA 1.60x0.38 V22,2090001438276,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870289,False,ARCOS FUTBOL P/PISCINA V22,2090001438269,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870290,False,JUEGO VOLLEYBALL PISCINA V22,2090001438245,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870291,False,AROS DE BASQUETBALL P/PISCINA V22,2090001438252,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870292,False,CENTRO ENTRET ACUARIO 2.39X2.06X86V22,2090001438160,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870293,False,PISCINA SMILE 1.65X1.44X0.69 PV22,2090001438153,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870294,False,CENTRO ENTRET ARCOIRIS 2.57x1.45x0.91V22,2090001438146,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870297,False,PISCINA RIGIDA ANIMALES 1.22X25V22,2090001438238,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870300,False,CALAMARES SUMERGIBLES V22,2090001438177,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870301,False,ANILLOS SUMERGIBLES V22,2090001438221,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870303,False,MASCARA DE BUCEO COLORES V22,2090001438207,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870306,False,MASCARA DE BUCEO DESDE 7 AÑOSV22,2090001437347,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870308,False,MASCARA DE BUCEO ADULTO V22,2090001437309,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870312,False,BOTE 1 PERSONA V22,2090001437262,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870313,False,BOTE 2 PERSONAS V22,2090001437330,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870315,False,REMOS V22,2090001437279,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870316,False,ALITAS MICKEY CLUB HOUSE 3 A 6 AÑOSV22,2090001437163,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870319,False,ALITAS MINNIE 3 A 6 AÑOSV22,2090001437231,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870322,False,PELOTA INFLABLE PRINCESASV22,2090001437156,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870323,False,ALITAS PRINCESAS 3 A 6 AÑOSV22,2090001437149,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870325,False,ALITAS SPIDERMAN 3 A 6 AÑOSV22,2090001437255,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870327,False,PELOTA INFLABLE SPIDERMANV22,2090001437200,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870364,False,ALMOHADA TRAVEL BESTWAY PV22,2090001437514,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870369,False,INFL ELECTRICO AC/DC 220 V 66632 PV22,2090001437484,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870370,False,INFLADOR MANUAL BESTWAY PV22,2090001437453,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870371,False,INFLADOR DE PIE GIGANTE 68610 PV22,2090001437446,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870232,False,PISCINA ESTRUCT RECTANGULAR LT 1200V22,2090001438115,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870373,False,S ALMOHADA TRAVEL BESTWAY PV22,2090001437415,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870330,False,S ALITAS ANIMALES DEL MAR 3 A 6 AÑOS V22,2090001437088,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870331,False,S ALITAS TIBURON PINGUINO V22,2090001437071,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870332,False,S BOTE PARA BEBE V22,2090001437064,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870335,False,S BODY INFLABLE 99CMX51CM V22,2090001437040,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870336,False,S SILLON INFLABLE ARCOIRIS 2 COLORES V22,2090001437101,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870338,False,S PISICNA INFLABLE DISEÑO 0.61X0.15 V22,2090001437033,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870339,False,S PISCINA+PELOTA+ANILLO INFL 1.22X0.2V22,2090001437392,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870340,False,S PISCINA RIGIDA ANIMALES 1.22X0.25V22,2090001437750,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870342,False,S CALAMARES SUMERGIBLES V22,2090001437743,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870343,False,S ANILLOS SUMERGIBLES V22,2090001437736,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870345,False,S MASCARA DE BUCEO DESDE 7 AÑOS V22,2090001437705,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870347,False,S BOTE 1 PERSONA V22,2090001437675,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870348,False,S REMOS V22,2090001437668,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870350,False,S ALITAS PRINCESA 3 A 6 AÑOS V22,2090001437712,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870352,False,S ALITAS SPIDERMAN 3 A 6 AÑOS V22,2090001437651,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870355,False,S PELOTA INFLABLE COLORES 51CM PDQV22,2090001437620,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870356,False,S ALITAS PDQ V22,2090001437613,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870358,False,S PISCINA INFL COLORES 1.52X0.30 PDQV22,2090001437590,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1870362,False,S PISCINA MINI ACUARIO 1.53X0.30 PDQV22,2090001437552,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,Proyectado
1806067,False,*MONEDERO PANDA,4009017815825,J. E. SCHUM (ASIA) LIMITED,NON FOOD SOFT,Daniela Sanz,NON FOOD SOFT/J. E. SCHUM (ASIA) LIMITED,Proyectado
1806080,False,*SET 2 INDIVIDUALES PANDA,4009017815795,J. E. SCHUM (ASIA) LIMITED,NON FOOD SOFT,Daniela Sanz,NON FOOD SOFT/J. E. SCHUM (ASIA) LIMITED,Proyectado
1634482,False,CAFÉ GR MOLIDO BALANCEADO CUISINE& 250 G,NO INFORMADO,CAFÉ Y COMPAÑÍA S.A.S. CAFÉ & CO S.A.,MMPP PERECIBLE Y NO PERECIBLE,Fernanda Kurth,MMPP PERECIBLE Y NO PERECIBLE/CAFÉ Y COMPAÑÍA S.A.S  CAFÉ&CO S.A,Proyectado
1123597,False,*SARDINA JUMBO EN ACEITE 410 GR,NO INFORMADO,PAMPA BEVERAGES LLC.,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/NO INFORMADO,Proyectado
1802340,False,MIEL DE ABEJAS CUISINE&CO PET 450 GR,NO INFORMADO,COMERCIAL LEINENWEBER SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/COMERCIAL LEINENWEBER SPA,Proyectado
1666165,False,PAPAYA FRASCO JUMBO 340 GR DR,NO INFORMADO,COMERCIALIZADORA NOVAVERDE S.A.,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/COMERCIALIZADORA NOVAVERDE S.A.,Proyectado
1855269,False,PAPAYA CONSERVA C&CO 300G DR,NO INFORMADO,EMPRESA AGRICOLA HC LIMITADA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/COMERCIALIZADORA NOVAVERDE S.A.,Proyectado
1855270,False,PAPAYA LIGHT CONSERVA C&CO 300G DR,NO INFORMADO,COMERCIALIZADORA NOVAVERDE S.A.,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/COMERCIALIZADORA NOVAVERDE S.A.,Proyectado
1784266,False,MAYONESA REGULAR SANTA ISABEL 100 GR,NO INFORMADO,IMPORTADORA CAFE DO BRASIL S A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/IMPORTADORA CAFE DO BRASIL S A,Proyectado
1784267,False,MAYONESA LIGHT SANTA ISABEL 100 GR,NO INFORMADO,IMPORTADORA CAFE DO BRASIL S A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/IMPORTADORA CAFE DO BRASIL S A,Proyectado
1823039,False,JAB LIQ FAMILY CARE YOGUR-ARAND DP 750ML,NO INFORMADO,"PARKROSE GROUP, S.L.",MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/NO INFORMADO,Proyectado
1588382,False,BASTONES DE ALGODON SANTA ISABEL 100 UN,NO INFORMADO,LASTRADE HNOS.Y CIA.LIMITADA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/LASTRADE HNOS.Y CIA.LIMITADA,Proyectado
1793566,False,VARITAS DE ALGODON 200 UN FAMILY CARE,NO INFORMADO,LASTRADE HNOS.Y CIA.LIMITADA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/LASTRADE HNOS.Y CIA.LIMITADA,Proyectado
475593,False,COTONITOS ALGODON BABY PLACE 200 UN,NO INFORMADO,LASTRADE HNOS.Y CIA.LIMITADA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/LASTRADE HNOS.Y CIA.LIMITADA,Proyectado
1729293,False,*DETERGENTE POLVO HOMECARE 400 G,NO INFORMADO,ECOTEC S A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/ECOTEC S A,Proyectado
1002567,False,*ESPONJA ACANALADA X 3 JUMBO,NO INFORMADO,VIRUTEX ILKO SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/NO INFORMADO,Proyectado
1768078,False,ESPONJA DORADA X 3 HOMECARE,NO INFORMADO,VIRUTEX ILKO SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/VIRUTEX ILKO S.A,Proyectado
1474079,False,*ROLLITOS JUMBO HOME CARE S/JABON 12UN,NO INFORMADO,VIRUTEX ILKO SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/VIRUTEX ILKO S.A,Proyectado
499300,False,*BEBIDA KONTIKI 500CC DESECH NARANJA,NO INFORMADO,ABASTECEDORA DEL COMERCIO SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/NO INFORMADO,Proyectado
1886602,False,HAM C&CO+PALT+TOM+P HA520+CHED144+LAND,NO INFORMADO,"FONT SALEM PORTUGAL, S.A",MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/NO INFORMADO,Proyectado
1800798,False,PAPAYA 100 GR CUISINE&CO,NO INFORMADO,AGROINDUSTRIAL LAS TRES ERRE LTDA.,MMPP PERECIBLE Y NO PERECIBLE,Fernanda Kurth,MMPP PERECIBLE Y NO PERECIBLE/NO INFORMADO,Proyectado
1672772,False,FRAMBUESA JUMBO CONGELADA 400 G,NO INFORMADO,FRAMBERRY S.A.,PESCADERÍA Y CONGELADOS,Jeff Gamboa,MMPP PERECIBLE Y NO PERECIBLE/FRAMBERRY S.A.,Proyectado
1823095,False,MIX BERRIES CONGELADO C&CO 400G,NO INFORMADO,GUITAL & PARTNERS LIMITADA,PESCADERÍA Y CONGELADOS,Jeff Gamboa,MMPP PERECIBLE Y NO PERECIBLE/GUITAL & PARTNERS LIMITADA,Proyectado
1829283,CB1986PV21-0006,PROCESADOR 3 TIPOS,39498540,CHINA LIGHT (GUANG ZHOU) HOMETREND,NON FOOD,Francesca Meriggio,NON FOOD/CHINA LIGHT (GUANG ZHOU) HOMETREND,Proyectado
1844912,CB1986ST99-0006,PROCESADOR 3 TIPOS.,39547125,CHINA LIGHT (GUANG ZHOU) HOMETREND,NON FOOD,Francesca Meriggio,NON FOOD/CHINA LIGHT (GUANG ZHOU) HOMETREND,Proyectado
1845466,MB0776OI21-023,JGO 4 VASOS PROMO OI21,39564214,ANHUI LIGHT INDUSTRIES INTERNATIONA,NON FOOD,Francesca Meriggio,"NON FOOD/ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD.",Proyectado
1871548,CA0042PV22-09,LINTERNA FRONTAL RUCAPILLAN,7800155070926,GLOBALMARKET ENTERPRISE S.A.,NON FOOD,Sebastián Soler,NON FOOD/GLOBALMARKET ENTERPRISE S.A.,Proyectado
1681589,CB0142ST99-049-01,PROTECTOR DE COLCHON 1P.,38914959,NANJING MEIHUA TEXTILE CO.LTD.,NON FOOD,Mónica García,NON FOOD/NANJING MEIHUA TEXTILE CO.LTD.,Proyectado
1681588,CB0140ST99-049-02,PROTECTOR DE COLCHON 1.5P.,38914942,NANJING MEIHUA TEXTILE CO.LTD.,NON FOOD,Mónica García,NON FOOD/NANJING MEIHUA TEXTILE CO.LTD.,Proyectado
1848449,CB3052TT99-001-03,PROTECTOR COLCHON IMPERM ELASTICO 2P TT.,39553065,NANJING MEIHUA TEXTILE CO.LTD.,NON FOOD,Mónica García,NON FOOD/NANJING MEIHUA TEXTILE CO.LTD.,Proyectado
1848450,CB3052TT99-001-05,PROTECTOR COLCHON IMPERM ELASTICO KPTT.,39553058,NANJING MEIHUA TEXTILE CO.LTD.,NON FOOD,Mónica García,NON FOOD/NANJING MEIHUA TEXTILE CO.LTD.,Proyectado
1848462,CB0418TT99-005,PROTECTOR DE ALMOHADA 50X70CM TT.,39554277,NANJING MEIHUA TEXTILE CO.LTD.,NON FOOD,Mónica García,NON FOOD/NANJING MEIHUA TEXTILE CO.LTD.,Proyectado
1846387,DB0051TT99-01,PACK 3 FOTOS ROCOCO,39538017,BINBIN ARTS AND CRAFTS COMPANY LIMI,NON FOOD,Bárbara Lazarovich,NON FOOD/BINBIN ARTS AND CRAFTS COMPANY LIMI,Proyectado
1809088,DB0190ST99-01-05,CAJA MADERA PALLET XXS TT,39339676,MAXWELL HOME DECOR INC.,NON FOOD,Bárbara Lazarovich,NON FOOD/MAXWELL HOME DECOR INC.,Proyectado
