SKU unidad negocio,Codigo regional,Descripcion,EAN,Proveedor,Equipo,PM asociado,Trazabilidad levantamiento,Etapa
1886587,I22KBCM04B2,OI22 CAMISETA POLAR ML NINO DARK GRAY,False,"YIWU RICHWAY IMPORT & EXPORT CO.,",VESTUARIO,Daniela Walters,False,Completado
1886211,O22KGPK02-B2,OI22 PARKA SM NIÑA LISA PURPLE HEATHER,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Treicy Norambuena,False,Completado
1887000,OI22WMPY19B1,OI22 PX2 MVALETA CERR SILIC COTTON BLCK,False,"YANCHENG JINGWEI INTL CO.,LTD",VESTUARIO,Paula Molina,False,Completado
1888713,O22BBPK02-B2,OI22 PARKA SM BEBO LISA BERING SEA,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Andrea Hrepic,False,Completado
1897655,False,RE O22 GATEADOR ZAPAT BEBO LINEA DENIM,False,FUJIAN YONTEK IMPORT AND EXPORT CO.,VESTUARIO,Andrea Hrepic,VESTUARIO/FUJIAN YONTEK IMPORT AND EXPORT CO.,Completado
1887886,O22MJCQ01-B2,WM O22 PARKA BASICA SM BLUSH,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Maria Concepcion Sanchez,False,Completado
1886210,O22KGPK02-B1,OI22 PARKA SM NIÑA LISA POWDER PINK,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Treicy Norambuena,False,Completado
1888619,OI22BGJE01-B,OI22 JEANS BEBA KNIT DENIM REGULAR DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Andrea Hrepic,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1888723,O22BBJE01-B2,OI22 JEANS BEBO KNIT DENIM GREY DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Andrea Hrepic,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1889345,OI22BGGO01-C1,OI22 GORRO UNICORN BEBA PINK,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Andrea Hrepic,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889102,OI22HOPK02-B3,O22 H PARKA NYLON ML GREY 13,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Paula Molina,False,Completado
1886389,O22KBPK02-B1,OI22 PARKA SM NIÑO LISA CHINESE RED,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Treicy Norambuena,False,Completado
1886282,O22KGJA01-K1,OI22 JARDINERA NIÑA DENIM LARGA LIGHT,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1887565,OI22KGPY01B1,OI22 PANTY NINA POLYAMIDE LISA PINK,False,"YANCHENG JINGWEI INTL CO.,LTD",VESTUARIO,Paula Molina,False,Completado
1887564,I22KGME09K,OI22 CALCETIN NINA CHIPORRO NAVY,False,LAURA & CLAIRE LTD.,VESTUARIO,Paula Molina,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1889737,OI22BGTU01-BP1,OI22 TUT BEBA PACK X2 LT. PINK PURCOPINE,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1886390,O22KBPK02-B2,OI22 PARKA SM NIÑO LISA ARTISANS GOLD,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Treicy Norambuena,False,Completado
1886827,OI22KGPJ22K,OI22 PIJ NINA MATCH ML PL PTO FRANE PINK,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Daniela Walters,VESTUARIO/SICHUAN TEXTILES IMPORT & EXPORT LI,Completado
1889562,OI22BBBP01-K1,OI22 BABEROS BEBO SILICONA BLUE DINO,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Andrea Hrepic,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1888724,O22BBJE01-B3,OI22 JEANS BEBO KNIT DENIM LIGHT DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Andrea Hrepic,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1889526,OI22BGGO02-C1,OI22 GORRO BEBA TEJIDO POMPON WHITE,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Andrea Hrepic,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1886795,OI22WMBT04K,OI22 BATA ALGODON LISA MAKEUP,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Daniela Walters,VESTUARIO/SICHUAN TEXTILES IMPORT & EXPORT LI,Completado
1886280,O22KGJE01-K,OI22 JEANS NIÑA PAPER BACK LIGHT DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1888712,O22BBPK02-B1,OI22 PARKA SM BEBO LISA REEF WATERS,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Andrea Hrepic,False,Completado
1886212,O22KGPK02-B3,OI22 PARKA SM NIÑA LISA INFINITY,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Treicy Norambuena,False,Completado
1887887,O22MJCQ01-B3,WM O22 PARKA BASICA SM OLIVE,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Maria Concepcion Sanchez,False,Completado
1897656,False,RE O22 GATEADOR ZAPAT BEBA YUTE PINK,False,FUJIAN YONTEK IMPORT AND EXPORT CO.,VESTUARIO,Andrea Hrepic,VESTUARIO/FUJIAN YONTEK IMPORT AND EXPORT CO.,Completado
1886773,OI22WMPJ22K,OI22 PIJ MJ MATCH HJA MLPL PTO FRANECOOL,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Daniela Walters,VESTUARIO/SICHUAN TEXTILES IMPORT & EXPORT LI,Completado
1889488,OI22BGGO02-C2,OI22 GORRO BEBA TEJIDO POMPON PINK,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Andrea Hrepic,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889594,OI22BBBP01-K2,OI22 BABEROS BEBO SILICONA GREY SPACE,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Andrea Hrepic,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1887567,OI22KGPY02B1,OI22 PX2 PANTY G POLYAMIDE LISA PT STARS,False,"YANCHENG JINGWEI INTL CO.,LTD",VESTUARIO,Paula Molina,False,Completado
1886790,OI22WMCS18K,OI22 CAMISON SENORA PRINT FLORAL,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Daniela Walters,VESTUARIO/SICHUAN TEXTILES IMPORT & EXPORT LI,Completado
1889599,OI22BBTU01-BP2,OI22 TUTOS BEBO PACK X2 SPACE LT GREY,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1886283,O22KGJA01-K2,OI22 JARDINERA NIÑA DENIM LARGA BLACK,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1887027,OI22WMPY17B2,OI22 PANTY MUJER TRENZADA MUSTARD,False,"YANCHENG JINGWEI INTL CO.,LTD",VESTUARIO,Paula Molina,False,Completado
1889519,OI22MUMC1-B1,OI22 MOCHILA MUJER TAPA QUILT BLACK,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1887028,OI22WMPY17B4,OI22 PANTY MUJER TRENZADA GRAY,False,"YANCHENG JINGWEI INTL CO.,LTD",VESTUARIO,Paula Molina,False,Completado
1886787,OI22WMCS17K,OI22 CAMISON SENORA LISO SNOW,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Daniela Walters,VESTUARIO/SICHUAN TEXTILES IMPORT & EXPORT LI,Completado
1897143,I22KBPJ02K-JW,I22 PJ LL NNO JOGGER POSIC JURASSIC LTBL,False,GUANGDONG TEXTILES IMP. & EXP. CO.,VESTUARIO,Daniela Walters,False,Completado
1886751,OI22MNPJ20K,OI22 PIJ HB MATCH HJO MLPL PTOFRANE COOL,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Daniela Walters,VESTUARIO/SICHUAN TEXTILES IMPORT & EXPORT LI,Completado
1888714,O22BBPK02-B3,OI22 PARKA SM BEBO LISA MINERAL YELLOW,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Andrea Hrepic,False,Completado
1889489,OI22BBGO03-C1,OI22 GORRO BEBO OREJAS DK GREY MEL,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1887566,OI22KGPY01B2,OI22 PANTY NINA POLYAMIDE LISA PURPLE,False,"YANCHENG JINGWEI INTL CO.,LTD",VESTUARIO,Paula Molina,False,Completado
1889098,O22HOPK01-B2,O22 H PARKA SM BLUE 01,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Paula Molina,False,Completado
1889347,OI22BBGO03-C2,OI22 GORRO BEBO OREJAS BROWN,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1889411,OI22BBJO01-C1,OI22 JOCKEY BEBO SPACE BOY BLUE,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Andrea Hrepic,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1886800,OI22WMBT03K,OI22 BATA ALGODON PRINT BLUE,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Daniela Walters,VESTUARIO/SICHUAN TEXTILES IMPORT & EXPORT LI,Completado
1889314,OI22BBJO01-C2,OI22 JOCKEY BEBO DINO ARMY,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Andrea Hrepic,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889330,OI22BGGO03-C1,OI22 GORRO OREJAS BEBA PINK,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1897146,I22KBPJ01J-JW,I22 PJ LL JR NINO JOGGER JURASSICW GREY,False,GUANGDONG TEXTILES IMP. & EXP. CO.,VESTUARIO,Daniela Walters,False,Completado
1895337,I22NACA5-C1,I22 BANANO NINA UNICORN MULTICOLOR,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889745,OI22MUCA1-K1,OI22 CART QUILT SHOPPER DOBLE TIRA BLACK,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1886483,O22JGJE00-J,OI22 JEANS JG SKINNY REGULAR DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1887025,OI22WMPY12B3,OI22 PANTY MUJER POLYAMIDE OPACA GRAY,False,"YANCHENG JINGWEI INTL CO.,LTD",VESTUARIO,Paula Molina,False,Completado
1889346,OI22BGGO03-C2,OI22 GORRO OREJAS BEBA LILAC,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1886852,I22KBPJ20K,OI22 PIJ NINO MATCH ML PL PTO FRAN BLUE,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Daniela Walters,VESTUARIO/SICHUAN TEXTILES IMPORT & EXPORT LI,Completado
1889686,OI22MUBA2-K1,OI22 BANANO SPORT BOLSILLO FRONTAL BLACK,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1897654,False,RE O22 PANTUFLA BEBO LEON GRIS,False,FUJIAN YONTEK IMPORT AND EXPORT CO.,VESTUARIO,Andrea Hrepic,VESTUARIO/FUJIAN YONTEK IMPORT AND EXPORT CO.,Completado
1886526,O22JBJE01-J1,OI22 JEANS JB KNIT DENIM REGULAR DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1889313,OI22BBGO01-C2,OI22 GORRO BEBO KOALA BLUE,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1889363,OI22BBGO01-C1,OI22 GORRO BEBO KOALA LT GREY,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1889483,OI22NAMC1-C1,OI22 MOCHILA NINA COLOR BLOCK PINK,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1886520,OI22JBPA01-J1,OI22 JOGGER JB CANVAS JET BLACK,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1886523,OI22JBPA01-J4,OI22 JOGGER JB CANVAS BLUE NIGHTS,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1889523,OI22NAMC1-C2,OI22 MOCHILA NINA COLOR BLOCK LILAC,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889524,OI22NABA1-K1,OI22 BANANO NINA PELUDO SUAVE LILAC,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889746,OI22MUCA1-K3,OI22 CART QUILT SHOPPER DOBLE TIRA OLIVE,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889342,OI22MUBS1-C1,OI22 BOLSO SPORT MUJER PRINT,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889412,OI22BGMT01-C1,OI22 MANTA CORAL BEBA ECRU DOTS,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1889520,OI22MUMC1-B2,OI22 MOCHILA MUJER TAPA QUILT OLIVE,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1889460,OI22BBMT01-C1,OI22 MANTA CORAL BEBO GREY CLOUDS,False,LAURA & CLAIRE LTD.,VESTUARIO,Andrea Hrepic,VESTUARIO/LAURA & CLAIRE LTD.,Completado
1886527,O22JBJE01-J2,OI22 JEANS JB KNIT DENIM BLACK DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1889183,OI22HOPA12- K2,O22 H COMFY PANT PUNTO LAVADO GRAPHITE,False,TIANJIN TIANTAI GARMENT I/E COLTD,VESTUARIO,Paula Molina,VESTUARIO/TIANJIN TIANTAI GARMENT I/E COLTD,Completado
1897657,False,RE O22 GATEADOR BEBA LISO CINTA WHITE,False,FUJIAN YONTEK IMPORT AND EXPORT CO.,VESTUARIO,Andrea Hrepic,VESTUARIO/FUJIAN YONTEK IMPORT AND EXPORT CO.,Completado
1889182,OI22HOPA12- K1,O22 H COMFY PANT PTO LAVADO GREEN,False,TIANJIN TIANTAI GARMENT I/E COLTD,VESTUARIO,Paula Molina,VESTUARIO/TIANJIN TIANTAI GARMENT I/E COLTD,Completado
1889184,OI22HOPA12- K3,O22 H COMFY PANT PUNTO LAVADO BLUE 03,False,TIANJIN TIANTAI GARMENT I/E COLTD,VESTUARIO,Paula Molina,VESTUARIO/TIANJIN TIANTAI GARMENT I/E COLTD,Completado
1889099,O22HOPK01-B3,O22 H PARKA SM MILITAR 05,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Paula Molina,False,Completado
1889728,OI22MUCA1-K2,OI22 CARTE QUILT SHOPPER DOBLE TIRA SAND,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1886524,O22JBJE00-J1,OI22 JEANS JB BASICO REGULAR DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1886521,OI22JBPA01-J2,OI22 JOGGER JB CANVAS GINGER BREAD,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1886522,OI22JBPA01-J3,OI22 JOGGER JB CANVAS THYME,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1886525,O22JBJE00-J2,OI22 JEANS JB BASICO BLACK DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1889775,OI22MUCA5-K2,OI22 CART MUJER CHICA PORTADOCUMEN ROSE,False,"YIWU JOYEE IMPORT &EXPORT CO.,LTD",VESTUARIO,Maria Ignacia Pinto,"VESTUARIO/YIWU JOYEE IMPORT &EXPORT CO.,LTD",Completado
1886485,O22JGJE02-J,OI22 JEANS JG PAPER BACK BLACK DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
1886484,O22JGJE01-J,OI22 JEANS JG WIDE LEG REGULAR DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,VESTUARIO/PASTEL APPARELS LIMITED,Completado
